GEO_ID|B19013_E001|B19013_M001
04000C0US41|87119|572
04000C0US42|80364|408
04000C0US44|87796|1209
04000C0US45|72482|528
04000C0US46|80476|1756
04000C0US47|73755|506
04000C0US48|80443|297
04000C0US49|97465|846
04000C0US50|93043|2393
04000C0US51|99613|482
04000C0US53|101633|420
04000C0US54|63474|820
04000C0US55|80114|539
04000C0US56|76341|2248
04000C0US72|26795|274
04000C1US01|58128|677
04000C1US02|98792|2183
04000C1US04|81230|560
04000C1US05|63860|1164
04000C1US06|100638|427
04000C1US08|88788|781
04000C1US09|69053|1479
04000C1US10|59136|2885
04000C1US11|109870|1937
04000C1US12|71095|394
04000C1US13|70076|651
04000C1US15|87618|2036
04000C1US16|75215|1241
04000C1US17|77605|647
04000C1US18|61716|568
04000C1US19|67141|789
04000C1US20|71067|885
04000C1US21|64947|991
04000C1US22|56632|801
04000C1US23|70477|1678
04000C1US24|82043|1063
04000C1US25|91292|1196
04000C1US26|58687|453
04000C1US27|86219|964
04000C1US28|46600|1604
04000C1US29|61817|599
04000C1US30|72905|1519
04000C1US31|72143|963
04000C1US32|76818|762
04000C1US33|86992|3169
04000C1US34|65265|1324
04000C1US35|66801|1084
04000C1US36|75515|533
04000C1US37|73943|597
04000C1US38|69729|1755
04000C1US39|53929|579
04000C1US40|63907|889
04000C1US41|84032|980
04000C1US42|58883|766
04000C1US44|73567|2275
04000C1US45|70021|1147
04000C1US46|74705|1843
04000C1US47|65241|622
04000C1US48|70810|316
04000C1US49|78266|1382
04000C1US50|80593|3743
04000C1US51|85006|770
04000C1US53|93272|772
04000C1US54|52231|1097
04000C1US55|64929|741
04000C1US56|73908|2666
04000C1US72|27305|604
04000C2US01|73686|706
04000C2US02|96078|2607
04000C2US04|81428|582
04000C2US05|71083|764
04000C2US06|99403|388
04000C2US08|109419|935
04000C2US09|110113|878
04000C2US10|92832|1614
04000C2US12|77157|344
04000C2US13|85842|548
04000C2US15|115488|1618
04000C2US16|85820|1167
04000C2US17|93191|504
04000C2US18|83470|599
04000C2US19|92542|963
04000C2US20|90974|1007
04000C2US21|76817|641
04000C2US22|68490|748
04000C2US23|87575|1552
04000C2US24|112161|732
04000C2US25|108013|653
04000C2US26|82757|458
04000C2US27|100060|677
04000C2US28|69835|869
04000C2US29|82753|595
04000C2US30|88075|2050
04000C2US31|103662|1592
04000C2US32|80959|888
04000C2US33|114574|1834
04000C2US34|108465|501
04000C2US35|70329|1165
04000C2US36|103498|516
04000C2US37|79180|585
04000C2US38|94922|2473
04000C2US39|81865|424
04000C2US40|75686|791
04000C2US41|90018|778
04000C2US42|88935|408
04000C2US44|93194|1377
04000C2US45|73106|616
04000C2US46|90222|2266
04000C2US47|81957|654
04000C2US48|93018|454
04000C2US49|105499|913
04000C2US50|98245|3371
04000C2US51|107555|594
04000C2US53|108670|594
04000C2US54|66811|988
04000C2US55|92275|625
04000C2US56|82391|7102
04000C2US72|26615|302
04000E0US01|55536|1026
04000E0US02|99039|5762
04000E0US04|57702|1515
04000E0US05|53833|1051
04000E0US06|69033|1331
04000E0US08|82123|1476
04000E0US09|92480|2051
04000E0US10|81497|1512
04000E0US12|60839|1373
04000E0US13|57534|813
04000E0US15|82735|3031
04000E0US16|70658|1488
04000E0US17|65285|747
04000E0US18|66546|726
04000E0US19|69615|1124
04000E0US20|63080|1279
04000E0US21|53467|840
04000E0US22|47684|1133
04000E0US23|69077|2603
04000E0US24|70421|1878
04000E0US25|83744|3378
04000E0US26|65905|653
04000E0US27|73851|615
04000E0US28|50784|853
04000E0US29|58240|1055
04000E0US30|70488|1944
04000E0US31|69789|997
04000E0US32|78411|2707
04000E0US33|89971|1830
04000E0US35|57203|1338
04000E0US36|66912|711
04000E0US37|57780|599
04000E0US38|80746|2496
04000E0US39|65200|613
04000E0US40|57597|710
04000E0US41|64128|1163
04000E0US42|65949|556
04000E0US45|56058|1300
04000E0US46|71444|2091
04000E0US47|58740|836
04000E0US48|61779|563
04000E0US49|86147|2236
04000E0US50|76238|1202
04000E0US51|54256|1069
04000E0US53|74253|980
04000E0US54|60556|1398
04000E0US55|73398|729
04000E0US56|77913|1871
04000E0US72|21267|725
04000E1US01|51614|2215
04000E1US02|97487|6636
04000E1US04|59223|3405
04000E1US05|48418|1672
04000E1US06|59624|2681
04000E1US08|70145|2332
04000E1US09|69771|3304
04000E1US10|54016|11620
04000E1US12|62487|3164
04000E1US13|45949|1300
04000E1US15|85113|4440
04000E1US16|60734|2288
04000E1US17|53349|1021
04000E1US18|54217|1052
04000E1US19|63124|1507
04000E1US20|60235|1036
04000E1US21|49162|1133
04000E1US22|38829|2645
04000E1US23|50326|2827
04000E1US24|62618|3015
04000E1US25|76385|4089
04000E1US26|52115|1162
04000E1US27|63374|1446
04000E1US28|44213|1329
04000E1US29|50872|1318
04000E1US30|62650|2579
04000E1US31|63924|1507
04000E1US32|70912|3091
04000E1US33|81163|2759
04000E1US35|57204|1891
04000E1US36|54279|1277
04000E1US37|49666|1371
04000E1US38|71990|3557
04000E1US39|54779|933
04000E1US40|52337|983
04000E1US41|61651|2421
04000E1US42|54776|1469
04000E1US45|47335|2301
04000E1US46|64634|2438
04000E1US47|51142|1484
04000E1US48|54584|1110
04000E1US49|68520|3158
04000E1US50|59108|4281
04000E1US51|49796|3221
04000E1US53|62239|1582
04000E1US54|52475|3574
04000E1US55|62910|1565
04000E1US56|71657|2618
04000E1US72|18310|1697
04000E2US01|56997|1175
04000E2US02|108025|7416
04000E2US04|57275|1610
04000E2US05|57961|1219
04000E2US06|72689|1570
04000E2US08|87761|1749
04000E2US09|99639|2529
04000E2US10|82342|1785
04000E2US12|60334|1726
04000E2US13|63109|1093
04000E2US15|81319|3584
04000E2US16|75617|1807
04000E2US17|73097|806
04000E2US18|74860|1135
04000E2US19|79179|1487
04000E2US20|72522|2307
04000E2US21|55625|1078
04000E2US22|51552|1636
04000E2US23|77812|3645
04000E2US24|74104|2670
04000E2US25|88199|3843
04000E2US26|70344|857
04000E2US27|81520|857
04000E2US28|54949|1156
04000E2US29|62948|1265
04000E2US30|77230|2737
04000E2US31|78923|1712
04000E2US32|86409|3729
04000E2US33|94239|2287
04000E2US35|57201|1884
04000E2US36|71892|912
04000E2US37|60606|663
04000E2US38|98023|3837
04000E2US39|70760|695
04000E2US40|62325|892
04000E2US41|65177|1408
04000E2US42|67986|674
04000E2US45|59210|1728
04000E2US46|85026|2374
04000E2US47|62213|885
04000E2US48|68878|1323
04000E2US49|95057|3286
04000E2US50|79412|1420
04000E2US51|55817|1798
04000E2US53|80210|1460
04000E2US54|62386|1740
04000E2US55|78361|772
04000E2US56|87281|3968
04000E2US72|21873|782
04000G0US01|48473|883
04000G0US02|78818|2636
04000G0US04|47334|2096
04000G0US05|48421|746
04000G0US06|70619|1976
04000G0US08|65378|1618
04000G0US12|53600|1304
04000G0US13|55974|1096
04000G0US16|61922|1222
04000G0US17|64175|922
04000G0US18|65940|926
04000G0US19|69351|805
04000G0US20|62579|865
04000G0US21|51025|909
04000G0US22|46093|1378
04000G0US23|64212|1275
04000G0US24|70768|3161
04000G0US26|60312|455
04000G0US27|71103|656
04000G0US28|47967|965
04000G0US29|56116|704
04000G0US30|62977|1243
04000G0US31|66875|891
04000G0US32|70340|8083
04000G0US33|73961|3219
04000G0US35|46841|3406
04000G0US36|67239|1159
04000G0US37|55097|979
04000G0US38|73513|1579
04000G0US39|63684|1036
04000G0US40|54802|769
04000G0US41|64316|2776
04000G0US42|63129|855
04000G0US45|45829|1142
04000G0US46|66848|1240
04000G0US47|52216|899
04000G0US48|62522|765
04000G0US49|72717|2067
04000G0US50|74914|2175
04000G0US51|60033|826
04000G0US53|68576|1781
04000G0US54|49687|924
04000G0US55|68005|572
04000G0US56|71732|1797
04000G0US72|19197|728
04000H0US01|52783|768
04000H0US02|83627|1627
04000H0US04|55120|1332
04000H0US05|51207|527
04000H0US06|69579|1167
04000H0US08|74647|1029
04000H0US09|92480|2051
04000H0US10|81497|1512
04000H0US12|57235|1056
04000H0US13|56928|661
04000H0US15|82735|3031
04000H0US16|67936|1175
04000H0US17|64887|581
04000H0US18|66361|526
04000H0US19|69463|665
04000H0US20|62817|787
04000H0US21|52337|546
04000H0US22|47060|850
04000H0US23|65175|1269
04000H0US24|70507|1607
04000H0US25|83744|3378
04000H0US26|63259|445
04000H0US27|72742|445
04000H0US28|49700|609
04000H0US29|57045|565
04000H0US30|65294|1062
04000H0US31|68366|661
04000H0US32|77151|2684
04000H0US33|86944|1386
04000H0US35|55377|1158
04000H0US36|67002|600
04000H0US37|56961|461
04000H0US38|76029|1515
04000H0US39|64838|479
04000H0US40|56285|497
04000H0US41|64146|1100
04000H0US42|65354|472
04000H0US45|50977|863
04000H0US46|69393|1405
04000H0US47|56170|611
04000H0US48|62099|423
04000H0US49|80586|1618
04000H0US50|75899|1189
04000H0US51|58674|842
04000H0US53|73079|857
04000H0US54|53314|851
04000H0US55|71059|544
04000H0US56|76100|1316
04000H0US72|20560|582
040C201US01|64148|633
040C201US02|95853|1830
040C201US04|81143|440
040C201US05|60765|666
040C201US06|99610|315
040C201US08|95315|608
040C201US09|90900|705
040C201US10|84472|1425
040C201US11|109870|1937
040C201US12|74667|276
040C201US13|79117|444
040C201US15|103386|1128
040C201US16|77919|1033
040C201US17|83568|411
040C201US18|68676|461
040C201US19|71385|609
040C201US20|73786|629
040C201US21|65512|624
040C201US22|60865|468
040C201US23|71442|1212
040C201US24|101792|739
040C201US25|102090|554
040C201US26|70845|370
040C201US27|89610|548
040C201US28|55271|852
040C201US29|71127|437
040C201US30|70676|948
040C201US31|75323|799
040C201US32|77712|650
040C201US33|93374|1472
040C201US34|102132|512
040C201US35|64756|953
040C201US36|86142|458
040C201US37|74818|416
040C201US38|72212|1658
040C201US39|69081|374
040C201US40|63686|582
040C201US41|83312|609
040C201US42|77300|420
040C201US44|84570|1066
040C201US45|72364|572
040C201US46|72567|1343
040C201US47|70164|535
040C201US48|78145|293
040C201US49|95310|854
040C201US50|75321|1713
040C201US51|98303|536
040C201US53|98976|457
040C201US54|59425|1049
040C201US55|74212|516
040C201US56|71469|1342
040C201US72|26864|287
040C243US01|63802|584
040C243US02|86775|1801
040C243US04|69744|1104
040C243US05|60783|550
040C243US06|91188|715
040C243US08|96439|1371
040C243US09|128079|2016
040C243US10|87330|2602
040C243US12|73379|867
040C243US13|72612|628
040C243US15|81567|3190
040C243US16|77534|1009
040C243US17|82365|656
040C243US18|80413|586
040C243US19|82011|581
040C243US20|75498|871
040C243US21|61306|557
040C243US22|60439|870
040C243US23|77551|1198
040C243US24|116147|1240
040C243US25|124501|2047
040C243US26|78066|395
040C243US27|87641|500
040C243US28|57594|698
040C243US29|69758|551
040C243US30|75165|1287
040C243US31|79663|758
040C243US32|88828|3387
040C243US33|106873|1544
040C243US34|126123|2690
040C243US35|61644|1257
040C243US36|85019|664
040C243US37|67511|541
040C243US38|84250|1262
040C243US39|78845|580
040C243US40|67575|655
040C243US41|81803|1146
040C243US42|79941|513
040C243US44|124244|4381
040C243US45|62698|816
040C243US46|79173|986
040C243US47|68404|689
040C243US48|80225|537
040C243US49|93852|1812
040C243US50|84659|1604
040C243US51|78857|813
040C243US53|93824|1044
040C243US54|59765|880
040C243US55|84735|548
040C243US56|85915|2816
040C243US72|20616|621
0500000US01001|72481|5640
0500000US01003|78775|2602
0500000US01005|46042|5089
0500000US01007|52541|8950
0500000US01009|64190|3472
0500000US01011|31310|9971
0500000US01013|44755|2896
0500000US01015|55029|2763
0500000US01017|49656|3919
0500000US01019|53863|4463
0500000US01021|65603|4047
0500000US01023|47813|8438
0500000US01025|49249|3377
0500000US01027|55250|6691
0500000US01029|55345|6656
0500000US01031|68353|3218
0500000US01033|60628|3733
0500000US01035|41327|3467
0500000US01037|57355|5303
0500000US01039|52456|3788
0500000US01041|48560|5509
0500000US01043|62656|3563
0500000US01045|54963|3147
0500000US01047|35627|3641
0500000US01049|51204|2508
0500000US01051|78243|3156
0500000US01053|48225|3891
0500000US01055|54563|2653
0500000US01057|49488|7267
0500000US01059|53338|6056
0500000US01061|52771|5419
0500000US01063|29200|5134
0500000US01065|39250|6985
0500000US01067|59931|6647
0500000US01069|58626|1551
0500000US01071|51908|1987
0500000US01073|66388|1491
0500000US01075|50000|7590
0500000US01077|62649|2965
0500000US01079|66071|5623
0500000US01081|65824|2432
0500000US01083|83629|4065
0500000US01085|37052|4465
0500000US01087|43707|4041
0500000US01089|86499|1491
0500000US01091|43825|5429
0500000US01093|50088|4308
0500000US01095|62571|2999
0500000US01097|58880|1273
0500000US01099|42292|5982
0500000US01101|59386|1569
0500000US01103|68845|3210
0500000US01105|37654|3718
0500000US01107|46274|2486
0500000US01109|48677|5631
0500000US01111|52338|6218
0500000US01113|51197|3129
0500000US01115|77463|4349
0500000US01117|97961|3160
0500000US01119|33310|6329
0500000US01121|57776|2457
0500000US01123|59356|4275
0500000US01125|66231|2331
0500000US01127|56509|3563
0500000US01129|61042|9610
0500000US01131|40640|7684
0500000US01133|57256|6440
0500000US02013|65365|9920
0500000US02016|135500|14096
0500000US02020|103284|2702
0500000US02050|73996|3210
0500000US02060|95625|23629
0500000US02063|90509|6779
0500000US02066|79250|16995
0500000US02068|80781|19953
0500000US02070|78533|6466
0500000US02090|88267|4639
0500000US02100|86927|19742
0500000US02105|61406|6154
0500000US02110|101661|7108
0500000US02122|80538|5216
0500000US02130|92885|5657
0500000US02150|86250|10148
0500000US02158|51471|6179
0500000US02164|65625|6339
0500000US02170|94031|2542
0500000US02180|78681|4699
0500000US02185|95694|16311
0500000US02188|84018|4761
0500000US02195|75125|14547
0500000US02198|61156|4165
0500000US02220|101727|6460
0500000US02230|81136|17376
0500000US02240|73882|9413
0500000US02275|63750|10597
0500000US02282|85000|31738
0500000US02290|55741|6244
0500000US04001|41438|2581
0500000US04003|59742|1950
0500000US04005|72966|2339
0500000US04007|61986|2848
0500000US04009|67325|4646
0500000US04011|71164|12585
0500000US04012|49478|4006
0500000US04013|89300|562
0500000US04015|57684|1429
0500000US04017|54606|2264
0500000US04019|70315|1089
0500000US04021|80266|1518
0500000US04023|55217|4149
0500000US04025|69613|1866
0500000US04027|62876|2259
0500000US05001|53164|4027
0500000US05003|44266|3356
0500000US05005|48452|3456
0500000US05007|93506|2205
0500000US05009|55143|3545
0500000US05011|41476|7612
0500000US05013|66809|6538
0500000US05015|54230|5063
0500000US05017|39045|3931
0500000US05019|52034|4819
0500000US05021|51481|3647
0500000US05023|55798|2882
0500000US05025|54794|5975
0500000US05027|55334|6938
0500000US05029|54187|4578
0500000US05031|59548|3493
0500000US05033|64132|3217
0500000US05035|55358|3602
0500000US05037|50863|5959
0500000US05039|42500|8406
0500000US05041|37662|4562
0500000US05043|42824|7432
0500000US05045|67289|2304
0500000US05047|55886|7278
0500000US05049|42241|4338
0500000US05051|57181|2452
0500000US05053|71549|6744
0500000US05055|57839|3888
0500000US05057|46787|3777
0500000US05059|55405|3337
0500000US05061|45603|5800
0500000US05063|56609|4487
0500000US05065|49405|5318
0500000US05067|44218|4402
0500000US05069|51096|3068
0500000US05071|45995|3798
0500000US05073|41278|8386
0500000US05075|44882|3859
0500000US05077|34375|6510
0500000US05079|51778|5932
0500000US05081|53344|5146
0500000US05083|58555|3191
0500000US05085|72828|2770
0500000US05087|56798|5659
0500000US05089|48619|3028
0500000US05091|48836|3086
0500000US05093|52548|4766
0500000US05095|43214|7341
0500000US05097|48906|6190
0500000US05099|53886|4782
0500000US05101|48986|5252
0500000US05103|49268|2397
0500000US05105|55764|8217
0500000US05107|40134|4740
0500000US05109|49269|7508
0500000US05111|46707|3936
0500000US05113|49191|5643
0500000US05115|57344|3473
0500000US05117|51646|6250
0500000US05119|62873|1935
0500000US05121|50911|6752
0500000US05123|42574|6151
0500000US05125|79046|2950
0500000US05127|43270|7861
0500000US05129|44426|5883
0500000US05131|57790|2172
0500000US05133|53527|7199
0500000US05135|44637|5213
0500000US05137|40943|7863
0500000US05139|55259|4567
0500000US05141|50354|5963
0500000US05143|70639|2107
0500000US05145|55249|3850
0500000US05147|48158|6537
0500000US05149|55934|8149
0500000US06001|129367|1284
0500000US06003|105521|8542
0500000US06005|88044|4389
0500000US06007|67928|2444
0500000US06009|78647|6007
0500000US06011|75672|6385
0500000US06013|127229|1713
0500000US06015|67058|6573
0500000US06017|108845|3035
0500000US06019|74201|1322
0500000US06021|67139|5144
0500000US06023|61160|1660
0500000US06025|57681|2564
0500000US06027|73991|4815
0500000US06029|70210|1287
0500000US06031|70995|2735
0500000US06033|60621|2557
0500000US06035|67403|3407
0500000US06037|90112|392
0500000US06039|76627|3129
0500000US06041|149091|4474
0500000US06043|68412|6365
0500000US06045|68092|3254
0500000US06047|65510|2304
0500000US06049|59455|6095
0500000US06051|99415|18554
0500000US06053|97230|1883
0500000US06055|111471|4025
0500000US06057|89882|3998
0500000US06059|116289|871
0500000US06061|115998|2483
0500000US06063|66031|6182
0500000US06065|93074|1015
0500000US06067|92175|1010
0500000US06069|114394|5136
0500000US06071|85478|924
0500000US06073|106268|949
0500000US06075|140970|2593
0500000US06077|92179|1619
0500000US06079|97446|2876
0500000US06081|158855|2851
0500000US06083|98161|2430
0500000US06085|164281|1955
0500000US06087|111093|2734
0500000US06089|72636|1972
0500000US06091|63355|21034
0500000US06093|59095|3737
0500000US06095|100401|2108
0500000US06097|104674|2030
0500000US06099|81468|1473
0500000US06101|79704|5306
0500000US06103|63784|3435
0500000US06105|53002|8924
0500000US06107|71300|1532
0500000US06109|77404|5095
0500000US06111|109797|1753
0500000US06113|91752|3365
0500000US06115|76373|4587
0500000US08001|94571|1524
0500000US08003|55397|4512
0500000US08005|101087|1532
0500000US08007|83065|7046
0500000US08009|46215|8944
0500000US08011|50179|7108
0500000US08013|103994|2268
0500000US08014|123874|3714
0500000US08015|84132|7235
0500000US08017|70865|12520
0500000US08019|94577|16910
0500000US08021|50978|7913
0500000US08023|36861|6112
0500000US08025|48826|2849
0500000US08027|72674|7045
0500000US08029|57774|4050
0500000US08031|94718|1644
0500000US08033|64907|13244
0500000US08035|149594|2519
0500000US08037|104096|5224
0500000US08039|132685|7368
0500000US08041|90363|1401
0500000US08043|62664|4433
0500000US08045|91131|5607
0500000US08047|95361|18874
0500000US08049|88612|8655
0500000US08051|84527|10945
0500000US08053|75972|34687
0500000US08055|52526|5017
0500000US08057|47667|22569
0500000US08059|110656|1614
0500000US08061|58618|7747
0500000US08063|70259|10367
0500000US08065|96575|10498
0500000US08067|86056|3029
0500000US08069|93765|1936
0500000US08071|52074|5521
0500000US08073|62861|10620
0500000US08075|51829|7707
0500000US08077|73658|2093
0500000US08079|56250|12789
0500000US08081|73849|8536
0500000US08083|65244|4313
0500000US08085|72120|2832
0500000US08087|73278|2653
0500000US08089|54037|5856
0500000US08091|91020|11186
0500000US08093|103670|17612
0500000US08095|64674|19227
0500000US08097|102645|7295
0500000US08099|53508|6697
0500000US08101|64010|2208
0500000US08103|65473|8193
0500000US08105|64411|8434
0500000US08107|106489|9881
0500000US08109|50082|9396
0500000US08111|77824|31042
0500000US08113|79024|10732
0500000US08115|52386|5952
0500000US08117|109773|11445
0500000US08119|85361|5719
0500000US08121|67167|4701
0500000US08123|97097|2383
0500000US08125|60545|5342
0500000US09110|93394|1372
0500000US09120|89667|2457
0500000US09130|104428|2975
0500000US09140|86191|1654
0500000US09150|90589|4016
0500000US09160|93551|3107
0500000US09170|88197|1692
0500000US09180|86586|1937
0500000US09190|128188|2370
0500000US10001|74477|2101
0500000US10003|91166|1765
0500000US10005|81497|1512
0500000US11001|109870|1937
0500000US12001|61949|1676
0500000US12003|79836|10214
0500000US12005|73533|2046
0500000US12007|63050|5645
0500000US12009|78476|1054
0500000US12011|77633|979
0500000US12013|50517|5263
0500000US12015|69952|1682
0500000US12017|56546|1701
0500000US12019|87820|2783
0500000US12021|90045|2224
0500000US12023|59205|3290
0500000US12027|54417|3888
0500000US12029|50110|5316
0500000US12031|71277|1146
0500000US12033|67500|1848
0500000US12035|77363|3357
0500000US12037|64105|5989
0500000US12039|48801|4163
0500000US12041|63523|8592
0500000US12043|45870|9869
0500000US12045|61179|5548
0500000US12047|50144|7418
0500000US12049|60489|6151
0500000US12051|56393|6381
0500000US12053|66058|1730
0500000US12055|54897|2416
0500000US12057|79540|1237
0500000US12059|49343|2104
0500000US12061|73491|1900
