GEO_ID|B25077_E001|B25077_M001
03000C2US7|284400|815
03000C2US8|461300|888
03000C2US9|660900|1067
03000E0US1|312000|2525
03000E0US2|169400|769
03000E0US3|176400|758
03000E0US4|199400|1272
03000E0US5|207000|1274
03000E0US6|171800|1012
03000E0US7|166700|954
03000E0US8|322800|2600
03000E0US9|410700|2680
03000E1US1|255800|5823
03000E1US2|137700|3133
03000E1US3|151100|970
03000E1US4|182100|1702
03000E1US5|204600|3219
03000E1US6|179100|2663
03000E1US7|161300|1543
03000E1US8|290400|3743
03000E1US9|379500|4410
03000E2US1|325700|2591
03000E2US2|174700|911
03000E2US3|192100|931
03000E2US4|217300|1543
03000E2US5|207600|1364
03000E2US6|169600|1167
03000E2US7|170600|1395
03000E2US8|348600|3756
03000E2US9|423400|3477
03000G0US1|240300|2375
03000G0US2|173200|1391
03000G0US3|165700|664
03000G0US4|162300|715
03000G0US5|169400|1184
03000G0US6|135200|1806
03000G0US7|150600|1057
03000G0US8|270900|2677
03000G0US9|355600|2833
03000H0US1|285900|1924
03000H0US2|170300|735
03000H0US3|172300|382
03000H0US4|177600|980
03000H0US5|189400|1092
03000H0US6|158800|797
03000H0US7|159500|757
03000H0US8|303700|1916
03000H0US9|395300|2132
030C201US1|456900|1240
030C201US2|390900|912
030C201US3|239900|423
030C201US4|265300|727
030C201US5|359500|504
030C201US6|254200|1189
030C201US7|269800|743
030C201US8|436800|616
030C201US9|686700|852
030C243US1|375900|1425
030C243US2|245900|737
030C243US3|227100|552
030C243US4|227000|801
030C243US5|247900|954
030C243US6|188600|1160
030C243US7|211700|1010
030C243US8|390700|2208
030C243US9|507300|3579
0400000US01|209900|1076
0400000US02|352900|3735
0400000US04|394500|1474
0400000US05|188000|1754
0400000US06|734700|1307
0400000US08|539400|2069
0400000US09|366900|1621
0400000US10|352000|2842
0400000US11|737100|10625
0400000US12|359000|930
0400000US13|303300|1171
0400000US15|839100|5924
0400000US16|418600|2550
0400000US17|263300|797
0400000US18|218200|739
0400000US19|208000|1141
0400000US20|217200|1343
0400000US21|205600|1096
0400000US22|216500|1367
0400000US23|296600|2876
0400000US24|419900|1385
0400000US25|562100|2169
0400000US26|231600|642
0400000US27|329300|903
0400000US28|169800|1198
0400000US29|230300|880
0400000US30|375800|3433
0400000US31|238600|1365
0400000US32|435400|1611
0400000US33|402500|2808
0400000US34|454400|1150
0400000US35|248100|1957
0400000US36|423800|1627
0400000US37|288900|1086
0400000US38|249900|2909
0400000US39|214800|742
0400000US40|199800|1121
0400000US41|477600|1400
0400000US42|254500|767
0400000US44|404200|4032
0400000US45|259000|1421
0400000US46|257400|3051
0400000US47|286700|1492
0400000US48|283800|738
0400000US49|489400|1629
0400000US50|316600|3361
0400000US51|383700|1024
0400000US53|564600|1940
0400000US54|162600|1346
0400000US55|266500|1051
0400000US56|309700|3824
0400000US72|131500|959
04000A0US01|217500|1127
04000A0US02|369800|4560
04000A0US04|397400|1465
04000A0US05|206700|1985
04000A0US06|738700|1283
04000A0US08|550200|2173
04000A0US09|366900|1621
04000A0US10|352000|2842
04000A0US11|737100|10625
04000A0US12|361500|915
04000A0US13|313300|1111
04000A0US15|839100|5924
04000A0US16|427200|2641
04000A0US17|273400|807
04000A0US18|222400|791
04000A0US19|224000|1234
04000A0US20|238000|1460
04000A0US21|221900|1103
04000A0US22|222300|1353
04000A0US23|338700|3550
04000A0US24|422200|1374
04000A0US25|562100|2169
04000A0US26|237300|692
04000A0US27|341400|904
04000A0US28|185300|1829
04000A0US29|239600|975
04000A0US30|410400|4909
04000A0US31|253900|1841
04000A0US32|437600|1568
04000A0US33|408400|2804
04000A0US34|454400|1150
04000A0US35|254100|2615
04000A0US36|435800|1704
04000A0US37|297600|1174
04000A0US38|280500|3690
04000A0US39|217400|772
04000A0US40|209500|1128
04000A0US41|479500|1392
04000A0US42|257600|757
04000A0US44|404200|4032
04000A0US45|268500|1463
04000A0US46|280200|3171
04000A0US47|299200|1631
04000A0US48|290100|772
04000A0US49|495900|1750
04000A0US50|329800|3641
04000A0US51|407300|1402
04000A0US53|570400|1981
04000A0US54|174500|1749
04000A0US55|274800|1076
04000A0US56|319700|4354
04000A0US72|132400|965
04000C0US01|228300|1369
04000C0US02|364800|4658
04000C0US04|403100|1523
04000C0US05|227300|2195
04000C0US06|746300|1313
04000C0US08|555300|2255
04000C0US09|370700|1757
04000C0US10|342300|3169
04000C0US11|737100|10625
04000C0US12|362900|911
04000C0US13|329100|1097
04000C0US15|898700|5973
04000C0US16|437900|2678
04000C0US17|289700|850
04000C0US18|232100|915
04000C0US19|238100|1537
04000C0US20|259300|2143
04000C0US21|242100|1369
04000C0US22|229100|1377
04000C0US23|357100|3581
04000C0US24|426900|1398
04000C0US25|564300|2186
04000C0US26|243200|760
04000C0US27|355700|951
04000C0US28|209800|2105
04000C0US29|248600|1066
04000C0US30|403200|5349
04000C0US31|271800|1756
04000C0US32|444000|1608
04000C0US33|442400|2870
04000C0US34|454400|1150
04000C0US35|282500|2433
04000C0US36|467200|1758
04000C0US37|317800|1264
04000C0US38|287400|4169
04000C0US39|225300|765
04000C0US40|221600|1211
04000C0US41|501400|2660
04000C0US42|271900|848
04000C0US44|404200|4032
04000C0US45|276500|1486
04000C0US46|301500|5221
04000C0US47|316100|1753
04000C0US48|297100|830
04000C0US49|499300|1990
04000C0US50|401000|7466
04000C0US51|417400|1424
04000C0US53|591100|1892
04000C0US54|181100|2413
04000C0US55|286600|1250
04000C0US56|318100|5503
04000C0US72|134500|1003
04000C1US01|223000|2862
04000C1US02|383500|7250
04000C1US04|422200|1954
04000C1US05|247300|3332
04000C1US06|836900|2079
04000C1US08|500300|3345
04000C1US09|313100|4364
04000C1US10|241700|8286
04000C1US11|737100|10625
04000C1US12|357700|1496
04000C1US13|311700|4402
04000C1US15|847700|14191
04000C1US16|414400|4356
04000C1US17|301200|2213
04000C1US18|200700|1608
04000C1US19|202800|2006
04000C1US20|233500|2402
04000C1US21|241700|2474
04000C1US22|248100|2477
04000C1US23|348700|10186
04000C1US24|348300|4027
04000C1US25|605700|5791
04000C1US26|192100|1724
04000C1US27|357200|1980
04000C1US28|157600|3586
04000C1US29|222400|1986
04000C1US30|374400|5233
04000C1US31|249300|1700
04000C1US32|445500|2024
04000C1US33|380700|5884
04000C1US34|358900|7559
04000C1US35|291700|3069
04000C1US36|665500|4499
04000C1US37|343800|2263
04000C1US38|278100|4929
04000C1US39|163800|1394
04000C1US40|214900|2124
04000C1US41|506500|4088
04000C1US42|213200|1888
04000C1US44|358300|4916
04000C1US45|341700|4157
04000C1US46|294400|4640
04000C1US47|309500|2989
04000C1US48|272400|1103
04000C1US49|480700|3967
04000C1US50|444200|13184
04000C1US51|371300|2264
04000C1US53|559800|3994
04000C1US54|161500|2752
04000C1US55|221900|1496
04000C1US56|303200|6962
04000C1US72|151900|1327
04000C2US01|230300|1828
04000C2US02|336400|5661
04000C2US04|383500|1975
04000C2US05|214600|2816
04000C2US06|695800|1489
04000C2US08|591900|2767
04000C2US09|384000|1702
04000C2US10|353500|3026
04000C2US12|364900|966
04000C2US13|331800|1083
04000C2US15|916300|6520
04000C2US16|450600|3086
04000C2US17|285300|987
04000C2US18|248300|1196
04000C2US19|272500|2622
04000C2US20|282700|2777
04000C2US21|242400|1634
04000C2US22|221500|1505
04000C2US23|358600|4050
04000C2US24|437900|1563
04000C2US25|558000|2358
04000C2US26|260500|1133
04000C2US27|355200|1121
04000C2US28|220900|2141
04000C2US29|259100|1455
04000C2US30|443000|6792
04000C2US31|310300|4010
04000C2US32|441700|2700
04000C2US33|458900|3251
04000C2US34|458600|1079
04000C2US35|267400|3764
04000C2US36|399700|1536
04000C2US37|302500|1752
04000C2US38|306200|7641
04000C2US39|240000|933
04000C2US40|225800|1319
04000C2US41|498500|2326
04000C2US42|288100|948
04000C2US44|420300|3776
04000C2US45|264700|1784
04000C2US46|314600|7870
04000C2US47|319800|2143
04000C2US48|317400|1060
04000C2US49|508200|3650
04000C2US50|390900|7741
04000C2US51|436400|1613
04000C2US53|606600|2189
04000C2US54|188100|2862
04000C2US55|324200|1428
04000C2US56|368600|15055
04000C2US72|127000|1267
04000E0US01|161100|2060
04000E0US02|431100|11983
04000E0US04|224400|5019
04000E0US05|153300|2187
04000E0US06|439600|5209
04000E0US08|471000|7065
04000E0US09|320600|5327
04000E0US10|382600|6986
04000E0US12|233000|6374
04000E0US13|186500|2969
04000E0US15|606300|12743
04000E0US16|369500|6314
04000E0US17|138700|1361
04000E0US18|172200|1477
04000E0US19|165800|1569
04000E0US20|162500|2468
04000E0US21|161200|1605
04000E0US22|152600|2857
04000E0US23|238200|5239
04000E0US24|277000|5626
04000E0US25|402000|13929
04000E0US26|187600|1752
04000E0US27|248600|1900
04000E0US28|150800|2546
04000E0US29|170200|1898
04000E0US30|447700|11094
04000E0US31|199900|3421
04000E0US32|349900|5914
04000E0US33|338700|3389
04000E0US35|183900|4304
04000E0US36|163300|1310
04000E0US37|206500|2407
04000E0US38|247800|7659
04000E0US39|177200|1483
04000E0US40|163500|1506
04000E0US41|335100|4581
04000E0US42|173800|976
04000E0US45|183900|4159
04000E0US46|233500|5347
04000E0US47|224200|2448
04000E0US48|181400|2997
04000E0US49|441900|7378
04000E0US50|276700|4122
04000E0US51|160600|3581
04000E0US53|409800|4795
04000E0US54|157200|3172
04000E0US55|226600|1543
04000E0US56|321200|6564
04000E0US72|99900|1675
04000E1US01|170100|4312
04000E1US02|430800|13867
04000E1US04|282100|14795
04000E1US05|154200|3126
04000E1US06|410200|12933
04000E1US08|405200|15145
04000E1US09|220700|7282
04000E1US10|224300|23976
04000E1US12|393500|35456
04000E1US13|189300|6239
04000E1US15|569600|19950
04000E1US16|346600|8668
04000E1US17|120200|2042
04000E1US18|136300|2611
04000E1US19|144500|2964
04000E1US20|158300|3420
04000E1US21|176100|4905
04000E1US22|156700|5854
04000E1US23|195800|13377
04000E1US24|290700|12022
04000E1US25|391100|31184
04000E1US26|157000|2148
04000E1US27|216100|3329
04000E1US28|155100|4630
04000E1US29|162400|3160
04000E1US30|325400|12851
04000E1US31|199800|4016
04000E1US32|330000|6857
04000E1US33|310300|9033
04000E1US35|188300|4730
04000E1US36|128000|4002
04000E1US37|211300|4990
04000E1US38|244600|8898
04000E1US39|159100|1700
04000E1US40|162200|2159
04000E1US41|322600|6621
04000E1US42|148900|4491
04000E1US45|186800|11548
04000E1US46|223900|6088
04000E1US47|224300|4843
04000E1US48|164400|2744
04000E1US49|378800|8274
04000E1US50|204100|9453
04000E1US51|155100|10341
04000E1US53|361000|6183
04000E1US54|140100|9331
04000E1US55|191400|3377
04000E1US56|294300|7251
04000E1US72|92100|3856
04000E2US01|157300|2417
04000E2US02|432600|17310
04000E2US04|209600|5610
04000E2US05|152800|3225
04000E2US06|446200|5556
04000E2US08|498100|10992
04000E2US09|346700|5378
04000E2US10|387000|6974
04000E2US12|213900|6378
04000E2US13|185600|3547
04000E2US15|625100|18535
04000E2US16|380400|7756
04000E2US17|151300|1374
04000E2US18|194000|2676
04000E2US19|196200|4129
04000E2US20|169900|2849
04000E2US21|156900|1869
04000E2US22|151200|3916
04000E2US23|249300|6613
04000E2US24|270500|7683
04000E2US25|405400|15468
04000E2US26|197100|2112
04000E2US27|277400|2372
04000E2US28|148400|4353
04000E2US29|174200|2461
04000E2US30|578900|18728
04000E2US31|200100|5009
04000E2US32|380800|11958
04000E2US33|346500|3986
04000E2US35|178500|6629
04000E2US36|171000|1450
04000E2US37|205200|2572
04000E2US38|256500|12927
04000E2US39|188500|1753
04000E2US40|164600|2189
04000E2US41|341600|5684
04000E2US42|178500|1698
04000E2US45|183400|4457
04000E2US46|257800|9456
04000E2US47|224100|2890
04000E2US48|200400|3644
04000E2US49|483500|8951
04000E2US50|290100|4399
04000E2US51|161800|3753
04000E2US53|428900|6080
04000E2US54|161300|3737
04000E2US55|240700|1855
04000E2US56|357800|9732
04000E2US72|102700|2369
04000G0US01|126300|3440
04000G0US02|292200|6689
04000G0US04|83100|5219
04000G0US05|122700|2002
04000G0US06|390300|5724
04000G0US08|340600|6552
04000G0US12|158500|3207
04000G0US13|170300|2506
04000G0US16|305300|10122
04000G0US17|118000|1443
04000G0US18|162500|2217
04000G0US19|160100|1324
04000G0US20|114800|1471
04000G0US21|130000|2668
04000G0US22|114600|3099
04000G0US23|222900|2897
04000G0US24|280000|7920
04000G0US26|168200|1134
04000G0US27|201400|1629
04000G0US28|113600|2188
04000G0US29|166200|1637
04000G0US30|287300|4551
04000G0US31|158600|2213
04000G0US32|197200|11649
04000G0US33|313200|10460
04000G0US35|134000|12206
04000G0US36|169000|1934
04000G0US37|189300|3507
04000G0US38|162400|2557
04000G0US39|164200|1593
04000G0US40|139200|2879
04000G0US41|339800|10332
04000G0US42|179100|2588
04000G0US45|110700|2784
04000G0US46|161000|3931
04000G0US47|168100|2543
04000G0US48|170300|1896
04000G0US49|312300|7624
04000G0US50|268200|6083
04000G0US51|204400|2348
04000G0US53|362300|6525
04000G0US54|121200|2240
04000G0US55|214600|1842
04000G0US56|276000|6739
04000G0US72|95700|2794
04000H0US01|151200|1575
04000H0US02|321000|5975
04000H0US04|191000|7305
04000H0US05|139100|2136
04000H0US06|422900|4292
04000H0US08|411800|6074
04000H0US09|320600|5327
04000H0US10|382600|6986
04000H0US12|191100|4066
04000H0US13|179300|2230
04000H0US15|606300|12743
04000H0US16|349800|5116
04000H0US17|129900|1102
04000H0US18|169200|1168
04000H0US19|162400|1118
04000H0US20|138700|2173
04000H0US21|150100|1478
04000H0US22|135900|3361
04000H0US23|226600|2559
04000H0US24|278000|4587
04000H0US25|402000|13929
04000H0US26|177100|1275
04000H0US27|230200|1217
04000H0US28|132300|2680
04000H0US29|168000|1167
04000H0US30|332300|4999
04000H0US31|178100|2703
04000H0US32|329800|6066
04000H0US33|334900|3031
04000H0US35|174300|2971
04000H0US36|164900|1136
04000H0US37|201200|1750
04000H0US38|194000|4325
04000H0US39|173700|954
04000H0US40|155000|1058
04000H0US41|335600|4015
04000H0US42|174600|984
04000H0US45|155300|2612
04000H0US46|203200|4379
04000H0US47|203600|2203
04000H0US48|175100|1995
04000H0US49|389400|5055
04000H0US50|274300|3491
04000H0US51|192800|2318
04000H0US53|399200|3755
04000H0US54|134400|3311
04000H0US55|221500|1380
04000H0US56|305200|5199
04000H0US72|98700|1266
040C201US01|233200|1613
040C201US02|369100|4900
040C201US04|403800|1469
040C201US05|211800|2146
040C201US06|747700|1330
040C201US08|536300|2276
040C201US09|355900|1882
040C201US10|348600|3003
040C201US11|737100|10625
040C201US12|364700|993
040C201US13|332500|1374
040C201US15|871900|5943
040C201US16|421400|2773
040C201US17|281200|904
040C201US18|217700|925
040C201US19|208800|1569
040C201US20|233100|1734
040C201US21|231400|1358
040C201US22|231500|1350
040C201US23|349700|5062
040C201US24|413500|1444
040C201US25|572200|2169
040C201US26|230900|736
040C201US27|341900|1079
040C201US28|195300|2259
040C201US29|238100|1086
040C201US30|354400|4058
040C201US31|246800|1453
040C201US32|438400|1594
040C201US33|408400|3789
040C201US34|456000|1143
040C201US35|259400|2472
040C201US36|499100|2096
040C201US37|329900|1286
040C201US38|273200|4085
040C201US39|212200|875
040C201US40|205500|1257
040C201US41|477600|1601
040C201US42|262500|1019
040C201US44|393700|3153
040C201US45|291600|1663
040C201US46|271500|3295
040C201US47|313700|2061
040C201US48|291100|799
040C201US49|491800|1783
040C201US50|331400|6320
040C201US51|423900|1659
040C201US53|577900|2016
040C201US54|170700|1933
040C201US55|260500|1302
040C201US56|286100|3392
040C201US72|134700|928
040C243US01|180400|1801
040C243US02|318000|6039
040C243US04|301700|6062
040C243US05|165900|1503
040C243US06|562100|5599
040C243US08|559600|6530
040C243US09|415300|3988
040C243US10|366900|6942
040C243US12|295600|2998
040C243US13|238000|1827
040C243US15|594800|20417
040C243US16|410400|6058
040C243US17|177700|1584
040C243US18|219400|1384
040C243US19|206800|1910
040C243US20|179700|2630
040C243US21|167400|1304
040C243US22|173700|2233
040C243US23|274700|3016
040C243US24|450400|3003
040C243US25|488300|4194
040C243US26|233000|1225
040C243US27|294200|1387
040C243US28|154000|1674
040C243US29|212600|1621
040C243US30|407800|5570
040C243US31|212500|2860
040C243US32|383700|7382
040C243US33|395800|3593
040C243US34|435500|3547
040C243US35|208300|4661
040C243US36|227400|1240
040C243US37|229100|1371
040C243US38|214000|3574
040C243US39|221400|1181
040C243US40|188100|1959
040C243US41|477600|4702
040C243US42|237600|1057
040C243US44|483800|9223
040C243US45|195000|3179
040C243US46|231400|4890
040C243US47|243500|1945
040C243US48|246900|1594
040C243US49|464600|5318
040C243US50|310800|3970
040C243US51|290900|2440
040C243US53|510600|6032
040C243US54|156000|1957
040C243US55|277100|1270
040C243US56|363900|6452
040C243US72|98800|1591
0500000US01001|207200|7252
0500000US01003|316900|7217
0500000US01005|112900|12192
0500000US01007|145700|13226
0500000US01009|175200|7515
0500000US01011|81700|17694
0500000US01013|99800|7938
0500000US01015|156600|5832
0500000US01017|135800|16978
0500000US01019|179700|15464
0500000US01021|161300|10065
0500000US01023|123400|19120
0500000US01025|121700|8732
0500000US01027|156700|17782
0500000US01029|165600|13424
0500000US01031|188600|7326
0500000US01033|171000|6321
0500000US01035|105300|10972
0500000US01037|115500|15070
0500000US01039|152100|9043
0500000US01041|114000|15677
0500000US01043|199100|9727
0500000US01045|143500|11393
0500000US01047|94600|5382
0500000US01049|152700|5889
0500000US01051|223900|7157
0500000US01053|136500|10527
0500000US01055|167100|4938
0500000US01057|125900|14825
0500000US01059|136000|14425
0500000US01061|130700|12061
0500000US01063|81200|23211
0500000US01065|127600|20454
0500000US01067|161000|11913
0500000US01069|183300|3668
0500000US01071|159500|7041
0500000US01073|240000|4979
0500000US01075|114000|7350
0500000US01077|200300|8371
0500000US01079|172300|13009
0500000US01081|262200|6835
0500000US01083|281000|9732
0500000US01085|86300|10919
0500000US01087|102000|9025
0500000US01089|299200|5530
0500000US01091|107400|10723
0500000US01093|106600|9344
0500000US01095|201500|8139
0500000US01097|190700|3688
0500000US01099|120600|10788
0500000US01101|171900|4414
0500000US01103|212000|6594
0500000US01105|86400|8131
0500000US01107|123900|17051
0500000US01109|157600|10549
0500000US01111|181600|19254
0500000US01113|165700|10552
0500000US01115|226300|6451
0500000US01117|326100|5771
0500000US01119|82600|9814
0500000US01121|149200|10547
0500000US01123|158500|13093
0500000US01125|248700|6221
0500000US01127|135900|9905
0500000US01129|159700|11944
0500000US01131|98800|14612
0500000US01133|118900|10211
0500000US02013|135500|30443
0500000US02016|434700|20628
0500000US02020|395900|8191
0500000US02050|168100|13614
0500000US02060|245800|26538
0500000US02063|346200|31725
0500000US02066|292800|30667
0500000US02068|275000|33829
0500000US02070|159000|36031
0500000US02090|298200|9478
0500000US02100|293300|30423
0500000US02105|262800|44554
0500000US02110|449300|16255
0500000US02122|323200|8421
0500000US02130|393300|19106
0500000US02150|412300|30749
0500000US02158|84300|9254
0500000US02164|237500|69152
0500000US02170|346600|4883
0500000US02180|211200|11158
0500000US02185|218300|20831
0500000US02188|199100|28443
0500000US02195|315100|23039
0500000US02198|225300|21925
0500000US02220|450300|12949
0500000US02230|435400|16868
0500000US02240|282000|21234
0500000US02275|296400|30007
0500000US02282|219400|48517
0500000US02290|98500|12311
0500000US04001|63700|3664
0500000US04003|218300|5622
0500000US04005|448000|17022
0500000US04007|269400|14030
0500000US04009|212000|11375
0500000US04011|158600|50022
0500000US04012|135800|31047
0500000US04013|452800|1398
0500000US04015|281000|6877
0500000US04017|201500|9940
0500000US04019|319700|3338
0500000US04021|349000|3631
0500000US04023|233000|7183
0500000US04025|425200|6512
0500000US04027|217800|5202
0500000US05001|138100|11928
0500000US05003|91900|4993
0500000US05005|174600|8342
0500000US05007|323500|6193
0500000US05009|188900|12614
0500000US05011|94800|16147
0500000US05013|110700|16986
0500000US05015|210400|11053
0500000US05017|89100|13400
0500000US05019|155000|11414
0500000US05021|94600|8322
0500000US05023|179800|12705
0500000US05025|137600|15333
0500000US05027|152100|20215
0500000US05029|154100|9400
0500000US05031|210400|6913
0500000US05033|182800|12817
0500000US05035|160200|6495
0500000US05037|117500|19760
0500000US05039|97300|10022
0500000US05041|90900|7736
0500000US05043|140800|16522
0500000US05045|232700|6567
0500000US05047|130800|20618
0500000US05049|113800|7151
0500000US05051|194300|11677
0500000US05053|161700|11773
0500000US05055|169300|8382
0500000US05057|105700|12085
0500000US05059|151100|15286
0500000US05061|153900|16888
0500000US05063|142600|13680
0500000US05065|129100|16608
0500000US05067|98300|7193
0500000US05069|113400|7528
0500000US05071|135300|16337
0500000US05073|81000|13584
0500000US05075|98900|5854
0500000US05077|75300|13239
0500000US05079|108000|12562
0500000US05081|113500|11580
0500000US05083|139900|10882
0500000US05085|193600|6119
0500000US05087|178100|29801
0500000US05089|163300|9374
0500000US05091|153900|13559
0500000US05093|122500|8206
0500000US05095|88700|5437
0500000US05097|151900|28396
0500000US05099|83300|9088
0500000US05101|169300|13595
0500000US05103|102100|13159
0500000US05105|130200|21813
0500000US05107|78200|15001
0500000US05109|121600|10067
0500000US05111|103000|8143
0500000US05113|138400|17969
0500000US05115|170100|6487
0500000US05117|96400|12924
0500000US05119|214700|4460
0500000US05121|130600|16947
0500000US05123|90900|7692
0500000US05125|221200|6282
0500000US05127|115000|13574
0500000US05129|110000|15688
0500000US05131|176200|6621
0500000US05133|117600|13156
0500000US05135|105100|9782
0500000US05137|171600|18417
0500000US05139|120900|7707
0500000US05141|135700|14910
0500000US05143|298400|6386
0500000US05145|163600|5466
0500000US05147|106500|13538
0500000US05149|143600|13989
0500000US06001|1090100|6313
0500000US06003|590200|75193
0500000US06005|449800|13374
0500000US06007|424700|6679
0500000US06009|457200|13131
0500000US06011|393400|24633
0500000US06013|866800|6426
0500000US06015|342000|17032
0500000US06017|679900|12105
0500000US06019|388800|3630
0500000US06021|352400|16119
0500000US06023|446900|8723
0500000US06025|309600|8398
0500000US06027|348700|43595
0500000US06029|338300|2944
0500000US06031|324300|7846
0500000US06033|324300|13839
0500000US06035|265300|12020
0500000US06037|834200|2194
0500000US06039|393200|7593
0500000US06041|1507300|27346
0500000US06043|387900|21367
0500000US06045|512200|19774
0500000US06047|391800|5618
0500000US06049|224700|19423
0500000US06051|639400|53544
0500000US06053|781000|13801
0500000US06055|869500|15451
0500000US06057|621800|12667
0500000US06059|962600|4214
0500000US06061|688100|5556
0500000US06063|360200|19837
0500000US06065|557300|2765
0500000US06067|534200|3984
0500000US06069|793400|17094
0500000US06071|505000|4319
0500000US06073|854700|3996
0500000US06075|1394500|20642
0500000US06077|530700|6613
0500000US06079|824700|12237
0500000US06081|1559600|16159
0500000US06083|790700|17571
0500000US06085|1490600|14163
0500000US06087|1027500|15133
0500000US06089|366400|6326
0500000US06091|331900|47477
0500000US06093|309500|11190
0500000US06095|617700|4898
0500000US06097|815500|6412
0500000US06099|450100|3186
0500000US06101|433500|7299
0500000US06103|339600|9607
0500000US06105|325800|23401
0500000US06107|330100|4959
0500000US06109|433200|14328
0500000US06111|822700|6187
0500000US06113|620700|8741
0500000US06115|412300|10280
0500000US08001|484200|3903
0500000US08003|239100|21277
0500000US08005|561200|5168
0500000US08007|478100|22913
0500000US08009|122900|28166
0500000US08011|146900|21192
0500000US08013|756300|14324
0500000US08014|664500|10197
0500000US08015|665700|24286
0500000US08017|187500|38306
0500000US08019|608500|38436
0500000US08021|193400|16527
0500000US08023|184700|34905
0500000US08025|116200|15932
0500000US08027|392100|35742
0500000US08029|343200|13461
0500000US08031|616000|6700
0500000US08033|247600|123359
0500000US08035|713600|5715
0500000US08037|839500|59304
0500000US08039|709800|25191
0500000US08041|461000|2893
0500000US08043|324000|11504
0500000US08045|527800|29902
0500000US08047|573900|53130
0500000US08049|601500|55601
0500000US08051|621800|50763
0500000US08053|437900|78990
0500000US08055|247800|67342
0500000US08057|239600|74219
0500000US08059|637600|3257
0500000US08061|161500|30828
0500000US08063|239500|25366
0500000US08065|466100|47142
0500000US08067|591500|21396
0500000US08069|569100|7549
0500000US08071|237600|13366
0500000US08073|246500|25165
0500000US08075|245300|11810
0500000US08077|378600|6005
0500000US08079|430500|61861
0500000US08081|289500|21711
0500000US08083|331400|23917
0500000US08085|388400|12255
0500000US08087|338600|15554
0500000US08089|168900|10846
0500000US08091|739800|56060
0500000US08093|532100|37216
0500000US08095|258200|31137
0500000US08097|1139100|222109
0500000US08099|160600|14491
0500000US08101|291300|6009
0500000US08103|274400|44715
0500000US08105|239500|11591
0500000US08107|854700|64915
0500000US08109|212600|28188
0500000US08111|432500|140586
0500000US08113|720700|194671
0500000US08115|149000|16750
0500000US08117|939900|84672
0500000US08119|479900|17360
0500000US08121|226200|9019
0500000US08123|471700|4027
0500000US08125|211700|24681
0500000US09110|323700|2648
0500000US09120|428800|7387
0500000US09130|379700|6838
0500000US09140|317700|5035
0500000US09150|307600|7868
0500000US09160|335600|8278
0500000US09170|353100|3843
0500000US09180|323400|5559
0500000US09190|652900|8528
0500000US10001|316600|6188
0500000US10003|352200|3776
0500000US10005|382600|6986
0500000US11001|737100|10625
0500000US12001|288800|7665
